AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_provider	DATASTORE_region	Experiment	InsertSize	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	env_biome	env_feature	env_material	estimated_size	geo_loc_name	isol_growth_condt	isolate	lat_lon	num_replicons	ploidy	propagation	strain	Assay_Type	Consent	DATASTORE_filetype	LibrarySelection	LibrarySource	Organism
	250	PRJNA413876	SAMN07773557	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470391	0	Illumina HiSeq 2000	PAIRED	07.OZ	2017-12-14	2684	1102	ILLUMINA	2017-12-14	SRR6375477	SRS2757180	SRP123576	07.OZ	2010	missing	missing	not applicable	23.7Mb	Australia	missing		19.00005 S 146.20131 E	not applicable	missing	missing	07.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773556	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470392	0	Illumina HiSeq 2000	PAIRED	06.OZ	2017-12-14	2775	1162	ILLUMINA	2017-12-14	SRR6375476	SRS2757181	SRP123576	06.OZ	2010	missing	missing	not applicable	23.7Mb	Australia	missing		19.00005 S 146.20131 E	not applicable	missing	missing	06.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773664	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470393	0	Illumina HiSeq 2000	PAIRED	TW16-164	2017-12-14	1168	517	ILLUMINA	2017-12-14	SRR6375473	SRS2757182	SRP123576	TW16-164	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.82602 N 120.85744 E	not applicable	missing	missing	TW16-164	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773555	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470394	0	Illumina HiSeq 2000	PAIRED	03.OZ	2017-12-14	1779	781	ILLUMINA	2017-12-14	SRR6375475	SRS2757183	SRP123576	03.OZ	2009	missing	missing	not applicable	23.7Mb	Australia	missing		41.176 S 144.715 E	not applicable	missing	missing	03.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773554	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470395	0	Illumina HiSeq 2000	PAIRED	02.OZ	2017-12-14	1738	789	ILLUMINA	2017-12-14	SRR6375474	SRS2757184	SRP123576	02.OZ	2005	missing	missing	not applicable	23.7Mb	Australia	missing		missing	not applicable	missing	missing	02.OZ	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773665	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470396	0	Illumina HiSeq 2000	PAIRED	TW16-206	2017-12-14	1213	518	ILLUMINA	2017-12-14	SRR6375472	SRS2757185	SRP123576	TW16-206	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.94846 N 120.85157 E	not applicable	missing	missing	TW16-206	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773666	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470397	0	Illumina HiSeq 2000	PAIRED	TW16-279	2017-12-14	1214	529	ILLUMINA	2017-12-14	SRR6375471	SRS2757188	SRP123576	TW16-279	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.94957 N 120.85352 E	not applicable	missing	missing	TW16-279	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773661	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470398	0	Illumina HiSeq 2000	PAIRED	TER_3.1	2017-12-14	1976	860	ILLUMINA	2017-12-14	SRR6375470	SRS2757187	SRP123576	TER_3.1	2014	missing	missing	not applicable	23.7Mb	Spain	missing		40.50787 N 0.50932 W	not applicable	missing	missing	TER_3.1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773662	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470399	0	Illumina HiSeq 2000	PAIRED	TER_4.2	2017-12-14	2683	1150	ILLUMINA	2017-12-14	SRR6375469	SRS2757186	SRP123576	TER_4.2	2014	missing	missing	not applicable	23.7Mb	Spain	missing		40.50787 N 0.50932 W	not applicable	missing	missing	TER_4.2	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773663	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470400	0	Illumina HiSeq 2000	PAIRED	TW16-050	2017-12-14	1161	520	ILLUMINA	2017-12-14	SRR6375468	SRS2757189	SRP123576	TW16-050	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.91898 N 120.88251 E	not applicable	missing	missing	TW16-050	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773657	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470401	0	Illumina HiSeq 2000	PAIRED	SWED-40.5.17	2017-12-14	1190	528	ILLUMINA	2017-12-14	SRR6375467	SRS2757190	SRP123576	SWED-40.5.17	2016	missing	missing	not applicable	23.7Mb	Sweden	missing		55.63398 N 13.00542 E	not applicable	missing	missing	SWED-40.5.17	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773658	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470402	0	Illumina HiSeq 2000	PAIRED	SWED-40.5.22	2017-12-14	1139	506	ILLUMINA	2017-12-14	SRR6375466	SRS2757191	SRP123576	SWED-40.5.22	2016	missing	missing	not applicable	23.7Mb	Sweden	missing		55.63398 N 13.00542 E	not applicable	missing	missing	SWED-40.5.22	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773659	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470403	0	Illumina HiSeq 2000	PAIRED	SWISS_IT1	2017-12-14	2266	989	ILLUMINA	2017-12-14	SRR6375465	SRS2757192	SRP123576	SWISS_IT1	2011	missing	missing	not applicable	23.7Mb	Switzerland	missing		47.46976 N 7.78906 E	not applicable	missing	missing	SWISS_IT1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773660	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470404	0	Illumina HiSeq 2000	PAIRED	TER_1.1	2017-12-14	2397	1114	ILLUMINA	2017-12-14	SRR6375464	SRS2757195	SRP123576	TER_1.1	2013	missing	missing	not applicable	23.7Mb	Spain	missing		40.50787 N 0.50932 W	not applicable	missing	missing	TER_1.1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773616	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470405	0	Illumina HiSeq 2000	PAIRED	FG32	2017-12-14	3496	1643	ILLUMINA	2017-12-14	SRR6375463	SRS2757193	SRP123576	FG32	2015	missing	missing	not applicable	23.7Mb	French Guiana	missing		4.08829 N 52.67952 W	not applicable	missing	missing	FG32	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773615	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470406	0	Illumina HiSeq 2000	PAIRED	FG184	2017-12-14	1993	941	ILLUMINA	2017-12-14	SRR6375462	SRS2757194	SRP123576	FG184	2015	missing	missing	not applicable	23.7Mb	French Guiana	missing		4.08829 N 52.67952 W	not applicable	missing	missing	FG184	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773614	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470407	0	Illumina HiSeq 2000	PAIRED	CMT5	2017-12-14	2288	998	ILLUMINA	2017-12-14	SRR6375461	SRS2757196	SRP123576	CMT5	2015	missing	missing	not applicable	23.7Mb	France	missing		44.93959 N 0.51784 W	not applicable	missing	missing	CMT5	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773613	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470408	0	Illumina HiSeq 2000	PAIRED	CMT3	2017-12-14	1607	703	ILLUMINA	2017-12-14	SRR6375460	SRS2757197	SRP123576	CMT3	2015	missing	missing	not applicable	23.7Mb	France	missing		44.93959 N 0.51784 W	not applicable	missing	missing	CMT3	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773612	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470409	0	Illumina HiSeq 2000	PAIRED	CM22	2017-12-14	2442	1068	ILLUMINA	2017-12-14	SRR6375459	SRS2757198	SRP123576	CM22	2015	missing	missing	not applicable	23.7Mb	France	missing		44.93959 N 0.51784 W	not applicable	missing	missing	CM22	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773611	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470410	0	Illumina HiSeq 2000	PAIRED	CM21	2017-12-14	2472	1044	ILLUMINA	2017-12-14	SRR6375458	SRS2757199	SRP123576	CM21	2015	missing	missing	not applicable	23.7Mb	France	missing		44.93959 N 0.51784 W	not applicable	missing	missing	CM21	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773610	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470411	0	Illumina HiSeq 2000	PAIRED	BdNL1	2017-12-14	1165	507	ILLUMINA	2017-12-14	SRR6375457	SRS2757200	SRP123576	BdNL1	2015	missing	missing	not applicable	23.7Mb	Netherlands	missing		50.81955 N 5.78257 E	not applicable	missing	missing	BdNL1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773609	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470412	0	Illumina HiSeq 2000	PAIRED	BdBE6	2017-12-14	1213	539	ILLUMINA	2017-12-14	SRR6375456	SRS2757201	SRP123576	BdBE6	2016	missing	missing	not applicable	23.7Mb	Belgium	missing		50.75949 N 5.76826 E	not applicable	missing	missing	BdBE6	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773608	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470413	0	Illumina HiSeq 2000	PAIRED	BdBE4	2017-12-14	1117	496	ILLUMINA	2017-12-14	SRR6375455	SRS2757202	SRP123576	BdBE4	2016	missing	missing	not applicable	23.7Mb	Belgium	missing		51.35719 N 5.08735 E	not applicable	missing	missing	BdBE4	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773607	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470414	0	Illumina HiSeq 2000	PAIRED	BdBE3	2017-12-14	2435	1031	ILLUMINA	2017-12-14	SRR6375454	SRS2757203	SRP123576	BdBE3	2015	missing	missing	not applicable	23.7Mb	Belgium	missing		50.69093 N 4.1927 E	not applicable	missing	missing	BdBE3	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773656	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470415	0	Illumina HiSeq 2000	PAIRED	SWED-40.5.14	2017-12-14	1178	511	ILLUMINA	2017-12-14	SRR6375453	SRS2757204	SRP123576	SWED-40.5.14	2016	missing	missing	not applicable	23.7Mb	Sweden	missing		55.63398 N 13.00542 E	not applicable	missing	missing	SWED-40.5.14	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773676	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470416	0	Illumina HiSeq 2000	PAIRED	CCB1	2017-12-14	1993	884	ILLUMINA	2017-12-14	SRR6375452	SRS2757205	SRP123576	CCB1	2007	missing	missing	not applicable	23.7Mb	Spain	missing		39.87533 N 2.8564 E	not applicable	missing	missing	CCB1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773675	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470417	0	Illumina HiSeq 2000	PAIRED	0739	2017-12-14	3482	2241	ILLUMINA	2017-12-14	SRR6375451	SRS2757206	SRP123576	0739	2007	missing	missing	not applicable	23.7Mb	Switzerland	missing		47.30691 N 8.49808 E	not applicable	missing	missing	0739	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773670	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470418	0	Illumina HiSeq 2000	PAIRED	TW16-295	2017-12-14	1158	522	ILLUMINA	2017-12-14	SRR6375450	SRS2757207	SRP123576	TW16-295	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.94957 N 120.85352 E	not applicable	missing	missing	TW16-295	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773669	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470419	0	Illumina HiSeq 2000	PAIRED	TW16-293	2017-12-14	1151	516	ILLUMINA	2017-12-14	SRR6375449	SRS2757208	SRP123576	TW16-293	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.94957 N 120.85352 E	not applicable	missing	missing	TW16-293	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773668	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470420	0	Illumina HiSeq 2000	PAIRED	TW16-292	2017-12-14	1231	541	ILLUMINA	2017-12-14	SRR6375448	SRS2757209	SRP123576	TW16-292	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.94957 N 120.85352 E	not applicable	missing	missing	TW16-292	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773667	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470421	0	Illumina HiSeq 2000	PAIRED	TW16-280	2017-12-14	1182	525	ILLUMINA	2017-12-14	SRR6375447	SRS2757210	SRP123576	TW16-280	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.94957 N 120.85352 E	not applicable	missing	missing	TW16-280	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773674	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470422	0	Illumina HiSeq 2000	PAIRED	VA02	2017-12-14	2181	1040	ILLUMINA	2017-12-14	SRR6375446	SRS2757211	SRP123576	VA02	2008	missing	missing	not applicable	23.7Mb	Spain	missing		40.30079 N 0.33281 W	not applicable	missing	missing	VA02	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773673	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470423	0	Illumina HiSeq 2000	PAIRED	UKTVB	2017-12-14	2441	1046	ILLUMINA	2017-12-14	SRR6375445	SRS2757212	SRP123576	UKTVB	2007	missing	missing	not applicable	23.7Mb	United Kingdom	missing		51.14731 N 0.09188 E	not applicable	missing	missing	UKTVB	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773672	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470424	0	Illumina HiSeq 2000	PAIRED	TW16-519	2017-12-14	1163	520	ILLUMINA	2017-12-14	SRR6375444	SRS2757213	SRP123576	TW16-519	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.9186 N 120.88485 E	not applicable	missing	missing	TW16-519	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773671	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470425	0	Illumina HiSeq 2000	PAIRED	TW16-304	2017-12-14	1210	527	ILLUMINA	2017-12-14	SRR6375443	SRS2757214	SRP123576	TW16-304	2016	missing	missing	not applicable	23.7Mb	Taiwan	missing		23.94957 N 120.85352 E	not applicable	missing	missing	TW16-304	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773605	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470426	0	Illumina HiSeq 2000	PAIRED	BdBE1	2017-12-14	2505	1111	ILLUMINA	2017-12-14	SRR6375442	SRS2757215	SRP123576	BdBE1	2015	missing	missing	not applicable	23.7Mb	Belgium	missing		50.7781 N 4.61958 E	not applicable	missing	missing	BdBE1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773606	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470427	0	Illumina HiSeq 2000	PAIRED	BdBE2	2017-12-14	2198	938	ILLUMINA	2017-12-14	SRR6375441	SRS2757216	SRP123576	BdBE2	2015	missing	missing	not applicable	23.7Mb	Belgium	missing		51.15156 N 5.18032 E	not applicable	missing	missing	BdBE2	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773594	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470428	0	Illumina HiSeq 2000	PAIRED	BdBE5	2017-12-14	1150	511	ILLUMINA	2017-12-14	SRR6375440	SRS2757217	SRP123576	BdBE5	2016	missing	missing	not applicable	23.7Mb	Belgium	missing		50.74264 N 5.81432 E	not applicable	missing	missing	BdBE5	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773595	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470429	0	Illumina HiSeq 2000	PAIRED	ANS_13No10	2017-12-14	6341	4359	ILLUMINA	2017-12-14	SRR6375439	SRS2757218	SRP123576	ANS_13No10	2013	missing	missing	not applicable	23.7Mb	France	missing		42.88778 N 0.70885 W	not applicable	missing	missing	ANS_13No10	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773596	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470430	0	Illumina HiSeq 2000	PAIRED	AoCH15_B	2017-12-14	2718	1136	ILLUMINA	2017-12-14	SRR6375438	SRS2757220	SRP123576	AoCH15_B	2015	missing	missing	not applicable	23.7Mb	Switzerland	missing		47.30691 N 8.49808 E	not applicable	missing	missing	AoCH15_B	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773597	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470431	0	Illumina HiSeq 2000	PAIRED	Arlet.a_15	2017-12-14	1776	776	ILLUMINA	2017-12-14	SRR6375437	SRS2757219	SRP123576	Arlet.a_15	2015	missing	missing	not applicable	23.7Mb	France	missing		42.84006 N 0.61503 W	not applicable	missing	missing	Arlet.a_15	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773601	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470432	0	Illumina HiSeq 2000	PAIRED	BAV_BRUCH_1	2017-12-14	5875	3906	ILLUMINA	2017-12-14	SRR6375436	SRS2757221	SRP123576	BAV_BRUCH_1	2013	missing	missing	not applicable	23.7Mb	Germany	missing		50.5394 N 10.15418 E	not applicable	missing	missing	BAV_BRUCH_1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773602	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470433	0	Illumina HiSeq 2000	PAIRED	BAV_OBER_1	2017-12-14	5429	3610	ILLUMINA	2017-12-14	SRR6375435	SRS2757222	SRP123576	BAV_OBER_1	2013	missing	missing	not applicable	23.7Mb	Germany	missing		50.40472 N 10.26031 E	not applicable	missing	missing	BAV_OBER_1	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773603	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470434	0	Illumina HiSeq 2000	PAIRED	BAV_OBER_2	2017-12-14	3567	2300	ILLUMINA	2017-12-14	SRR6375434	SRS2757223	SRP123576	BAV_OBER_2	2013	missing	missing	not applicable	23.7Mb	Germany	missing		50.40472 N 10.26031 E	not applicable	missing	missing	BAV_OBER_2	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	200	PRJNA413876	SAMN07773604	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470435	0	Illumina HiSeq 2000	PAIRED	BAV_OBER_3	2017-12-14	3979	2637	ILLUMINA	2017-12-14	SRR6375433	SRS2757225	SRP123576	BAV_OBER_3	2013	missing	missing	not applicable	23.7Mb	Germany	missing		50.40472 N 10.26031 E	not applicable	missing	missing	BAV_OBER_3	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164120		IMPERIAL COLLEGE	ncbi		SRX212170	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2346	1026	ILLUMINA	2015-07-22	SRR643698	SRS381035	SRP017630	MAL05 (GB)	2011					England, Kent								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164121		IMPERIAL COLLEGE	ncbi		SRX212171	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2385	1184	ILLUMINA	2015-07-22	SRR643904	SRS381036	SRP017630	LHURS8 (CH)	2011					France: Pyrenees								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164122		IMPERIAL COLLEGE	sra-sos	sra-sos.public	SRX213961	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2348	1017	ILLUMINA	2015-07-22	SRR643905	SRS382975	SRP017630	TORO1 (ES)	2011					Spain: Mainland								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164123		IMPERIAL COLLEGE	ncbi		SRX213962	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2385	1341	ILLUMINA	2015-07-22	SRR643906	SRS382976	SRP017630	BR1 (CH)	2011					Switzerland: Brandsitengraben								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164124		IMPERIAL COLLEGE	ncbi		SRX213963	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2374	1078	ILLUMINA	2015-07-22	SRR643907	SRS382977	SRP017630	CHAL3 (CH)	2011					Switzerland: Chalchofen								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164125		IMPERIAL COLLEGE	ncbi		SRX213964	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2317	1064	ILLUMINA	2015-07-22	SRR643908	SRS382978	SRP017630	CH4 (CH)	2011					Switzerland: Chnubel								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164126		IMPERIAL COLLEGE	ncbi		SRX213965	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2365	1254	ILLUMINA	2015-07-22	SRR643909	SRS382979	SRP017630	HER3 (CH)	2011					Switzerland: Hergiswald								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164127		IMPERIAL COLLEGE	ncbi		SRX213966	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2403	1103	ILLUMINA	2015-07-22	SRR643910	SRS382980	SRP017630	RAS3 (CH)	2011					Switzerland: Raschenhaus								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164128		IMPERIAL COLLEGE	ncbi		SRX213967	500	Illumina HiSeq 2000	PAIRED		2015-11-22	1956	1067	ILLUMINA	2015-07-22	SRR643911	SRS382981	SRP017630	SCH (CH)	2011					Switzerland: Schauensee								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164129		IMPERIAL COLLEGE	ncbi		SRX213968	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2307	1345	ILLUMINA	2015-07-22	SRR643912	SRS382982	SRP017630	STR3 (CH)	2011					Switzerland: Strickrain								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
assembly	200	PRJNA174850	SAMN01164130		IMPERIAL COLLEGE	ncbi		SRX213969	500	Illumina HiSeq 2000	PAIRED		2015-11-22	2343	1306	ILLUMINA	2015-07-22	SRR643913	SRS382983	SRP017630	VOR3 (CH)	2011					Switzerland: Vorder Birnbaum								WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773705	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470280	0	Illumina HiSeq 2000	PAIRED	SA-EC3	2017-12-14	1102	488	ILLUMINA	2017-12-14	SRR6375588	SRS2757071	SRP123576	SA-EC3	2015	missing	missing	not applicable	23.7Mb	South Africa	missing		32.51572 S 26.93461 E	not applicable	missing	missing	SA-EC3	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773706	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470281	0	Illumina HiSeq 2000	PAIRED	SA-EC5	2017-12-14	1177	511	ILLUMINA	2017-12-14	SRR6375587	SRS2757072	SRP123576	SA-EC5	2016	missing	missing	not applicable	23.7Mb	South Africa	missing		30.72189 S 26.90646 E	not applicable	missing	missing	SA-EC5	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773697	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470282	0	Illumina HiSeq 2000	PAIRED	KB72	2017-12-14	2214	1056	ILLUMINA	2017-12-14	SRR6375586	SRS2757074	SRP123576	KB72	2014	missing	missing	not applicable	23.7Mb	South Korea	missing		36.13737 N 127.38169 E	not applicable	missing	missing	KB72	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
	250	PRJNA413876	SAMN07773698	MIGS.eu	IMPERIAL COLLEGE LONDON	ncbi		SRX3470283	0	Illumina HiSeq 2000	PAIRED	KB347	2017-12-14	2497	1152	ILLUMINA	2017-12-14	SRR6375585	SRS2757075	SRP123576	KB347	2014	missing	missing	not applicable	23.7Mb	South Korea	missing		38.1298 N 127.7657 E	not applicable	missing	missing	KB347	WGS	public	sra	RANDOM	GENOMIC	Batrachochytrium dendrobatidis
